filename, - Tripling Detection - 2023-06-01 1-46pm, https-universe.roboflow.com-traffic-signal-violation-detection-tripling-detection-q0goq
WhatsApp-Image-2023-05-31-at-19-18-44-1-_jpeg_jpg.rf.1664b611b548c08c98bb2140289d6b19.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-20-17_jpeg_jpg.rf.18280776ec5ea07bf4f0878759a25e26.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-30-02_jpeg_jpg.rf.2ad46564538c59be9686a001fdb5f504.jpg, 1, 1
WhatsApp-Image-2023-06-01-at-12-20-43-1-_jpeg_jpg.rf.2e2e13cf9a6d16a3c6090e8694db40ba.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-20-47_jpeg_jpg.rf.30343d04ba675106181519ff75aedc67.jpg, 1, 0
cc7e10170da4415b44f199a01ddb0e52_jpg.rf.2d73b4dc4565fa5b5fc07541399f85e0.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-30-32_jpeg_jpg.rf.2acbb371e0d4c921a52318ee46574258.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-02-43_jpeg_jpg.rf.2054767b723d6c5f6c47a138af2a5101.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-30-38_jpeg_jpg.rf.2edc079ba3aee979fdd738182dff724c.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-21-10_jpeg_jpg.rf.2c359a1fba2086c2d2360e6af7b4ee5a.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-29-42-1-_jpeg_jpg.rf.317becd3d4843ea9063aee5c377de36f.jpg, 1, 0
Capture1_PNG_jpg.rf.389ef790b17f85f56f2c425369843816.jpg, 1, 0
WhatsApp-Image-2023-05-31-at-19-18-42_jpeg_jpg.rf.2dc38c5374d3c6cb5e108138dbe23bc4.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-35-1-_jpeg_jpg.rf.32374091c7d26cdf30b1bd95cc91ed56.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-27-02_jpeg_jpg.rf.3196d6e2ac6896a530834d1eb98693c7.jpg, 1, 0
DovbTJEVsAIgDps_jpg.rf.3492e33d785740ace636ccccde146d7a.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-20-52_jpeg_jpg.rf.34a16f55fda8c803702bdb40d8217e23.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-20-41-1-_jpeg_jpg.rf.42772ca653d12c7a4ec0ebf2778e4b57.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-00-16_jpeg_jpg.rf.39933fc6eb279625d207739fe4fda08a.jpg, 0, 1
images-3-_jpg.rf.252a0399222135d6250923162eff5e29.jpg, 1, 0
WhatsApp-Image-2023-05-31-at-19-18-45-1-_jpeg_jpg.rf.345c399c7466d1898090ea2c5a8b943f.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-24_jpeg_jpg.rf.2a298cf71e1884197d1f9a8bc58b83f1.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-29-33_jpeg_jpg.rf.4179560438f72381eb02290ddd49a43d.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-02-42-1-_jpeg_jpg.rf.3996194417b39b98c6c260491461e80b.jpg, 1, 0
WhatsApp-Image-2023-05-31-at-19-18-47-1-_jpeg_jpg.rf.35df19f6a540ba1468654a1662a67484.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-20-59_jpeg_jpg.rf.373edcee675d7ee88394a2885fb028ae.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-20-30_jpeg_jpg.rf.35bb3a52ccfa055faf05964f5aec014a.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-29-38_jpeg_jpg.rf.43de648584c8ad67ed975aaf788392ba.jpg, 1, 1
WhatsApp-Image-2023-06-01-at-12-07-17_jpeg_jpg.rf.4411680600bdb676f454aa549ee6b259.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-21-10-1-_jpeg_jpg.rf.4913f5c6c5a56bfd4e57985c31c085fd.jpg, 1, 0
27BGMYSURUHELMETRULE_jpg.rf.476906c6aa26ada47ca2b8a92085081d.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-16-16_jpeg_jpg.rf.45a6383a91c04860134defd81b12f268.jpg, 1, 1
WhatsApp-Image-2023-06-01-at-12-02-12-1-_jpeg_jpg.rf.418528bb25eabcf6f29bbc006868cf76.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-20-55_jpeg_jpg.rf.4a91ed3d33a3cfb9e76818af6249710a.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-29-45_jpeg_jpg.rf.4f4cd4d56edaf4ca089266582ebbfb6c.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-30-05_jpeg_jpg.rf.4a57eb5c5e528a90f2bbfd0bf30fc4da.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-30-22-1-_jpeg_jpg.rf.4fdaa75ff9c18a0c0af7dc9000c80cc6.jpg, 0, 1
be805158581c0ae8d7d4bfbeed7200de-harley-softail-tops_jpg.rf.3d59b1a5d5622323d78a20300b2475b4.jpg, 1, 0
Capture5_PNG_jpg.rf.57311688d929a8815053f58dfe783265.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-15-1-_jpeg_jpg.rf.5845a5814938e3d30965d1e68cff618a.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-15-15_jpeg_jpg.rf.45a4cc3db7982a85b3fe2bfc8a505cce.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-02-21_jpeg_jpg.rf.25701e36125eee4bd485695aab8267bf.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-29-35_jpeg_jpg.rf.4f16f185bcdb438ccdacd9a209a0dfb4.jpg, 0, 1
EPsMohJUUAEg6Fk_jpg.rf.6079dede4cd7629d4aed22858c0c224d.jpg, 1, 0
download-1-_jpg.rf.5b313572a9438c325d6af7827406e07d.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-30-41_jpeg_jpg.rf.649cac53041a4adaaf64b6a7be49fda3.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-20-38-1-_jpeg_jpg.rf.6486ae6aeadcefbd3bb0dc6b62d304c3.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-52_jpeg_jpg.rf.689df0d5f56a29b1bdef759b38bec87b.jpg, 1, 0
WhatsApp-Image-2023-05-31-at-19-18-45_jpeg_jpg.rf.5bf08136a39a1f496f3fe8e882de268b.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-20-39_jpeg_jpg.rf.6606846547c69333f2c797fe2ac6706d.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-20-41_jpeg_jpg.rf.56e7c658fa92921388e2ddfbefe98968.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-25-45_jpeg_jpg.rf.5f2afb341b15498216a4ca0877f244c1.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-29-58_jpeg_jpg.rf.61db0f6207d6c3c34508968c6e65fe78.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-29-46_jpeg_jpg.rf.53c98909d31ee8579097806159e711ca.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-02-52-1-_jpeg_jpg.rf.52484ae7cedf97383652cc7ef5621b75.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-12_jpeg_jpg.rf.670a5cd00493151154061fcf99e396dd.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-18-51_jpeg_jpg.rf.4a057da4fd8ce233a5735fac94755856.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-29-51_jpeg_jpg.rf.674acb5de87396e7126405b54991a9f5.jpg, 1, 1
WhatsApp-Image-2023-06-01-at-11-22-03_jpeg_jpg.rf.6985d1ef2c23d93affc6cecc6521bcf6.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-02-25_jpeg_jpg.rf.68be09ccb7a6abef0e8b88cbf6fe9878.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-30-29_jpeg_jpg.rf.741a8b8965af3a86bf7e70aa1a43c8cb.jpg, 1, 1
WhatsApp-Image-2023-06-01-at-11-30-00-1-_jpeg_jpg.rf.6f9ce696efb197ea316b7ed81ad66d23.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-29-50_jpeg_jpg.rf.6552c5ba7208caf3c9597faf73c83464.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-53_jpeg_jpg.rf.731c2c82dc77d48efea15ecbb66ec3fa.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-30_jpeg_jpg.rf.6a456bba8b4d471e363864288c711454.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-28-42_jpeg_jpg.rf.806b5963abbb6e614da79ffca047db73.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-33-1-_jpeg_jpg.rf.6a3d33f06bc1e460e8df643aa6c6659d.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-30-27_jpeg_jpg.rf.7c00fd2cb5b365e077150a97d59658f7.jpg, 0, 1
WhatsApp-Image-2023-05-31-at-19-18-41-1-_jpeg_jpg.rf.7ec515b1c50d77ca3f7ebac8be68041b.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-30-06_jpeg_jpg.rf.718fd7e7c5337004172623f863229f3c.jpg, 1, 1
WhatsApp-Image-2023-06-01-at-11-29-40_jpeg_jpg.rf.7f5308a9b53ecbfe07cd827666c2d068.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-30-44_jpeg_jpg.rf.7b3f18ea20ea814b49c681d6192ae85d.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-20-32_jpeg_jpg.rf.81d05ddc36f79c60ba25f80810f5debd.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-21-03-1-_jpeg_jpg.rf.87381252c8747f4bfc3fe2c12674e79f.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-48_jpeg_jpg.rf.82ffd92bd5b2efb2f1e0f40b95344574.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-50-1-_jpeg_jpg.rf.6b4af3fb495f8c54bc4eff0e01f279f7.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-19-30_jpeg_jpg.rf.7544f3996beaea79ce704236fb766187.jpg, 0, 1
484ac488fbbb26767207c53c36ed49c7_png_jpg.rf.81f3af91fd712edd227041c659fb71bc.jpg, 1, 0
police_jpg.rf.88027ced791298cd0a587f1b6f7ab671.jpg, 1, 1
WhatsApp-Image-2023-06-01-at-11-30-43_jpeg_jpg.rf.8b8f62b58289ea7ddfe12150a6bef878.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-30-22_jpeg_jpg.rf.8d8dce332211bb49bc583aa02e1a15d5.jpg, 0, 1
Capture_PNG_jpg.rf.8b83ef22cc6afbcf68afabd173eccd7b.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-30-20_jpeg_jpg.rf.83407e88518a9adef9d3353cb377d22c.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-02-41_jpeg_jpg.rf.8de95557dc85cb0602a697f33d6030f5.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-19-12_jpeg_jpg.rf.8dc2f43eb7dd7426f90ce0db020e1f5f.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-30-24_jpeg_jpg.rf.87cc33cec7bc705bb28451e4ddd9d58a.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-47-05_jpeg_jpg.rf.8b99abfadd735d26a8614f171cd9ab8a.jpg, 0, 1
rage1472543_jpg.rf.92f2193e5027833d8b260bfe9927e339.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-30-17-1-_jpeg_jpg.rf.8720a95a9ea43e276c94053fb143b978.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-02-29_jpeg_jpg.rf.9332ab36cb82c19f2399b4efcb31d752.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-29-32_jpeg_jpg.rf.90e62eb0deb3065d8fc8dd33167802a8.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-20-53-1-_jpeg_jpg.rf.8bfbd7ff178854cff4a255c4fe3be51d.jpg, 1, 0
Capture3_PNG_jpg.rf.7f68a609622934c113a955fb1f318cfc.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-20-56-1-_jpeg_jpg.rf.8f30398f54056e3aa8045d62aa1c6670.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-53-1-_jpeg_jpg.rf.9413f10f6b84f86ccc412c48d6bc2d17.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-30-35_jpeg_jpg.rf.93715645214a238281b1cfb20203d455.jpg, 0, 1
Cap_PNG_jpg.rf.9ca5debc1849dff8c8316730e8d23332.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-14-47_jpeg_jpg.rf.933561499a7d599ed0ae094d1370e307.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-29-56_jpeg_jpg.rf.9482c6f04f9af74ac4414a1563a754df.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-19-53_jpeg_jpg.rf.8fe72827cc6151de0192975ff9949b01.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-30-26-1-_jpeg_jpg.rf.934856dfa73d7c661dc94275b2fd98ad.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-02-54-1-_jpeg_jpg.rf.9eb47c27a88ed110ae380fefde6adbb2.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-29-44-1-_jpeg_jpg.rf.a45767fd253ea7e54002cfcd898d9e2b.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-30-21_jpeg_jpg.rf.96b5ea7fc766d9d0940e0ce07c9d9e41.jpg, 0, 1
images-4-_jpg.rf.8bef77bccb7d291583d4c5a4eb4988c0.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-27-23_jpeg_jpg.rf.a29fd8518b640c939c76c48391f69911.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-26-35_jpeg_jpg.rf.9420c83b6eebaab9ff1636619b9a7b66.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-20-46-1-_jpeg_jpg.rf.82d4d4d20cc8d04bc60df5208d63a520.jpg, 1, 0
EPyYMiDUwAAu7i8_jpg.rf.ac235362a066631b87939817df792a08.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-16_jpeg_jpg.rf.976e83cc0d1af704b3b827ac409160eb.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-20-35_jpeg_jpg.rf.a8d823ad75569b58c8e6f625787405c3.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-42_jpeg_jpg.rf.998364136594a4c9add2cd7b1588a7da.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-43-1-_jpeg_jpg.rf.a61e4a4e7357ab8f2df8c63146985f07.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-29-49_jpeg_jpg.rf.a63ed0d607ef3d11553bd1c6bdba55a6.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-28-1-_jpeg_jpg.rf.679a57b7163649a74c984de6e964ca4e.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-30-08_jpeg_jpg.rf.b3ab0312889de60de5b743d3edeae09d.jpg, 0, 1
WhatsApp-Image-2023-05-31-at-19-18-39_jpeg_jpg.rf.b398437db07e5cb92ce4c27d80d92bdf.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-20-29_jpeg_jpg.rf.b05c069ed12b89f41db41a200cea3cb4.jpg, 1, 0
WhatsApp-Image-2023-05-31-at-19-18-44_jpeg_jpg.rf.b104ec4c2ffc7ae130fd71b007110730.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-30-45_jpeg_jpg.rf.aa3eaf653c3ee640c9131353998c82d2.jpg, 0, 1
dc-Cover-mdmk6mpl3ea84k1cn6pln9rrv5-20160306024001-Medi_jpeg_jpg.rf.b54f1a7acac294ce63b6bc1dfafa9e8a.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-21-03_jpeg_jpg.rf.b647796aedc360d899035f8ba3c1d25b.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-16-18_jpeg_jpg.rf.9b8689d4af358354b6c1559219550ae4.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-29-40-1-_jpeg_jpg.rf.b3b2a5d16381b46a6e158e798f17b5f8.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-02-45_jpeg_jpg.rf.b714d22c9a7a88ed5d9e276176186e5a.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-26-00_jpeg_jpg.rf.aeef11112b9f54aa666ad05bd4d87213.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-21-08-1-_jpeg_jpg.rf.b4f293ec3daa0caee0a0fd63fc9112da.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-17-05_jpeg_jpg.rf.bba80b2df891f6c7bb8dfbc9ed1a054f.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-30-09_jpeg_jpg.rf.b5633e44c0921096d20c7ac946132fd0.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-21-06_jpeg_jpg.rf.c0ac80b8d8b2c67cb5ff476afc87499c.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-21-08_jpeg_jpg.rf.b9b7c5075ed6336a5bb56b782955cf17.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-20-40-1-_jpeg_jpg.rf.bfe9884389d99eba968033e0e9238698.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-30-07-1-_jpeg_jpg.rf.c288416a503794b50e8c145fd698ddd0.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-17-25_jpeg_jpg.rf.b96097f80e5b6d29f1cff36aa60d8ad7.jpg, 0, 1
01575310bca5db5cb12ea6d8fff7578c_jpg.rf.bb35afe0806d5deaf565e1eb4d9f0ced.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-21-01-1-_jpeg_jpg.rf.c269939c72ab0cd6c8215d8769da37d9.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-20_jpeg_jpg.rf.ba466d68a8015a5be08d3431ff30b782.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-57-1-_jpeg_jpg.rf.bc63b1db81638d960dc2696027126699.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-30-37_jpeg_jpg.rf.c19aec87bdd206daea149efa4e83a78f.jpg, 1, 1
WhatsApp-Image-2023-06-01-at-11-30-17_jpeg_jpg.rf.c3b5b36b51eb0882b9c0d88af95b15a0.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-02-35_jpeg_jpg.rf.c4476f50873a7c8c408105514b03b6bb.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-30-46_jpeg_jpg.rf.c530e3f7599e5fd923f829658d3df9b6.jpg, 1, 1
WhatsApp-Image-2023-06-01-at-11-30-40_jpeg_jpg.rf.c56e2d2e25af74730fbb3ff9870f8fbc.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-02-25-1-_jpeg_jpg.rf.c4653fd266d7c5fcae40af7baf439be9.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-36_jpeg_jpg.rf.bdf6a7fc9c4f57325b91dacaaac206d1.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-30-30_jpeg_jpg.rf.b74394a9cc0cdd2ff614bba519d14bf4.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-30-13-1-_jpeg_jpg.rf.c4a9db5314b067696b97b3f0869985a8.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-02-55_jpeg_jpg.rf.c21a841b9bca833a60715764afe73a3c.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-30-13_jpeg_jpg.rf.b7a7076c95655a1d39dae93f4675edab.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-30-23_jpeg_jpg.rf.c7c19c39c6aeb075c17a8a51f2ccb859.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-28-19_jpeg_jpg.rf.b977bd9b7401217a42ac671780445738.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-20-48-1-_jpeg_jpg.rf.c5a5ee75e3339d12822909340b33b5e8.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-25-27_jpeg_jpg.rf.c6902a559d55cc8f923f6bcb7618fc99.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-37_jpeg_jpg.rf.c86e796fac2cee5b3612ae2c13b8c0fa.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-46_jpeg_jpg.rf.c7bfc086edfef03057f1a1747ae60ae2.jpg, 1, 0
images-1-_jpg.rf.d5f6bed021c18d0c4ce786ecf0af1db4.jpg, 1, 0
3idiots_jpg.rf.cdc4e7fc9e451444861cba4b6c95ead1.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-30-36_jpeg_jpg.rf.c5dc95b464f02dfc82ca3ad6893cf041.jpg, 1, 1
WhatsApp-Image-2023-06-01-at-12-02-28_jpeg_jpg.rf.cc249f4f2f8a20728aa6647355a1b25a.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-20-50_jpeg_jpg.rf.d5fa6fb66d57fe5de54463a902b38203.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-27-41_jpeg_jpg.rf.dbc49232499586193d5bf1fa586cae21.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-29-42_jpeg_jpg.rf.d31be9e1fd3608d4b4d2658f76da1385.jpg, 0, 1
2018_4-largeimg02_Monday_2018_022002265_jpg.rf.d8a995163656a34f5ac95fbb8027c775.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-30-12_jpeg_jpg.rf.d90e22301570cc8608362a5e9d0dd359.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-11-30-33_jpeg_jpg.rf.db7a00c82b8aff3027b24e6aeee6afbc.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-02-44_jpeg_jpg.rf.d88977b06e4945c3f1ab1a0fabcf113f.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-21-02_jpeg_jpg.rf.e651998dc9194a878803d63c01268702.jpg, 1, 0
pimpri-759_jpg.rf.e1131bb959a583f9d84fb1432745c7e1.jpg, 1, 0
main-qimg-f4a21efe3e1c668bd1820e547e658dfe-lq_jpg.rf.d6e08e9cdaa971f0394aa4c626d87f53.jpg, 1, 0
WhatsApp-Image-2023-05-31-at-19-18-46_jpeg_jpg.rf.e36297cd9dddcf5cb99ec52fad1087d2.jpg, 1, 1
WhatsApp-Image-2023-06-01-at-12-02-58_jpeg_jpg.rf.ec2e15d6537a2f2f2314d11e8492fb5c.jpg, 1, 0
WhatsApp-Image-2023-05-31-at-19-18-40-1-_jpeg_jpg.rf.e904553e2604cef3961fb78d88646a81.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-20-45_jpeg_jpg.rf.bd5c4b2560181e244daf98e683484b01.jpg, 0, 1
